,filename,class
68,normal-cecum/42ddb066-32a8-494a-ba7f-70fe2231020c.jpg,normal
69,normal-cecum/c5d5d809-e31f-4fe5-9e7b-f2117af720fe.jpg,normal
70,normal-cecum/fd8dc1a5-7675-4d39-9915-309ff598defd.jpg,normal
71,normal-cecum/693a797f-755d-437f-8d8f-900384b53b61.jpg,normal
72,normal-cecum/a6043c32-63ff-4819-8e68-8f9c9c29e845.jpg,normal
73,normal-cecum/fcfc6589-cb35-4848-a667-6be1dc08940a.jpg,normal
74,normal-cecum/10a19193-67e3-41fa-899b-cd7dc5b64274.jpg,normal
75,normal-cecum/2d73486e-9d3a-4c8f-bb51-5e1df14a52e5.jpg,normal
76,normal-cecum/88bac715-dafc-455c-a8ab-f286c1265802.jpg,normal
77,normal-cecum/61d8878e-6ab2-4fae-bd37-6d4acbe40cdf.jpg,normal
78,normal-cecum/67224d8c-c3b5-4efc-8a43-f35324311f07.jpg,normal
79,normal-cecum/33ef43c7-c279-4d6f-9d87-4148f1e609cc.jpg,normal
80,normal-cecum/94e15c18-91c1-47d7-b96a-eab2bc76a995.jpg,normal
81,normal-cecum/032e1815-45bd-4a82-bbb7-98aedc04c96e.jpg,normal
82,normal-cecum/a1778e38-82f6-4ef7-95f3-af7e47b0655e.jpg,normal
83,normal-cecum/8037cc95-77d4-45ee-aa6e-582e86f3a5db.jpg,normal
84,normal-cecum/098f555a-e437-4dee-b3e1-f7344f9060e5.jpg,normal
85,normal-cecum/01af3454-037f-4708-b73c-6ec4423b6a61.jpg,normal
86,normal-cecum/6a063fba-a675-4f0a-9aad-927098f4de32.jpg,normal
87,normal-cecum/2a35fd9b-7008-48a5-8ffe-9f90a2208357.jpg,normal
88,normal-cecum/1c4cc075-406e-4ed9-a036-dba263ea7d00.jpg,normal
89,normal-cecum/5e73a118-4d47-495e-bd89-98df4c156533.jpg,normal
90,normal-cecum/9f0d036c-d792-4876-ab8a-cf86bb4f804d.jpg,normal
91,normal-cecum/3a8cc8a8-2ca6-45dd-97aa-375c72a1e190.jpg,normal
92,normal-cecum/041b7e2c-e6ed-4da0-8e7d-f3d04483d7ed.jpg,normal
93,normal-cecum/e69a9a0f-1212-4c6e-9094-921efcae606a.jpg,normal
94,normal-cecum/01c49663-9674-44ae-b61e-05243a30e4ab.jpg,normal
95,normal-cecum/38a93d81-6a1d-433e-ac96-00990e62f6b9.jpg,normal
96,normal-cecum/3238cd25-1518-4165-9d90-e2be06312a76.jpg,normal
97,normal-cecum/39137435-22a6-4841-914b-3b37933d228f.jpg,normal
98,normal-cecum/1e0651ae-2c14-49d5-b443-e4f1014d7df1.jpg,normal
99,normal-cecum/1b3fc90d-c56a-4785-a08e-2dfff89b0f11.jpg,normal
100,normal-cecum/968d0fc0-9e59-409c-b44e-6d9d491ed50b.jpg,normal
101,normal-cecum/d013a73a-3b71-46d0-a7b7-1eaa02efc235.jpg,normal
102,normal-cecum/05a6cd5c-f32b-42b2-b386-bf971bd1785c.jpg,normal
103,normal-cecum/0216181d-8f5d-4c59-a08d-c879939ca53a.jpg,normal
104,normal-cecum/1d096835-06b1-4649-ab10-c09824ef9732.jpg,normal
105,normal-cecum/05547d02-ec12-49d7-a097-8595df501f33.jpg,normal
106,normal-cecum/7a2141b0-e864-4c2f-9172-0834c5737ec5.jpg,normal
107,normal-cecum/e5d2f6bd-c110-4165-9a87-23c6f6433ba2.jpg,normal
108,normal-cecum/aaf64694-4396-4af5-866a-43c787756f72.jpg,normal
109,normal-cecum/88b4ae69-1ca3-47df-bb1d-a0a6c48110a9.jpg,normal
110,normal-cecum/4ead1eda-9550-4245-8505-10a9134ad08d.jpg,normal
111,normal-cecum/1d68aeba-4fdd-42da-9d10-c65d24f60ea6.jpg,normal
112,normal-cecum/8bac5c49-4ff8-4857-87b3-b5a79c2230b3.jpg,normal
113,normal-cecum/4f0716ce-3bf9-4f43-ab27-a0e75b6bc64b.jpg,normal
114,normal-cecum/0e003d3f-dfda-4a00-80ee-3dab3aec9089.jpg,normal
115,normal-cecum/7a9e0ad5-7b28-4ccc-862f-3c57819ed47e.jpg,normal
116,normal-cecum/8b9f345f-ab6f-4dae-82f5-ded09e40cc81.jpg,normal
117,normal-cecum/0caa503d-9303-4979-a649-3d4cfc1ef2c1.jpg,normal
118,normal-cecum/5da558c7-0e7e-40ab-8363-e263e22b64f9.jpg,normal
119,normal-cecum/31fc3c22-76d5-484b-839a-8ada69051b4d.jpg,normal
120,normal-cecum/54e7440d-9726-435f-a27f-245244a02c4f.jpg,normal
121,normal-cecum/6a610cbd-eeb9-4ce0-944e-649c8ef03f9f.jpg,normal
122,normal-cecum/bb50f74c-fe8b-46b0-8603-f1b253dc13fe.jpg,normal
123,normal-cecum/cf066780-f87b-4c54-b3d3-ebe7a30ec849.jpg,normal
124,normal-cecum/e3067ea9-17ea-467b-ac7b-c6a4e338eb9c.jpg,normal
125,normal-cecum/4ef35e8f-cc3b-4ab5-a388-5c2527205f3f.jpg,normal
126,normal-cecum/20b20207-ca2e-43e3-8b3f-425717e2ff27.jpg,normal
127,normal-cecum/10925f14-b175-41a3-ad2d-b61b9ce7a813.jpg,normal
128,normal-cecum/e98982ff-2448-48aa-adc6-a7b5aca6b3e7.jpg,normal
129,normal-cecum/119d496d-8cf8-44cd-bf4a-2b5e5a737bce.jpg,normal
130,normal-cecum/20891273-a446-412b-b878-32fedad492e0.jpg,normal
131,normal-cecum/fff01d97-1904-4eb7-95a6-ad0dc2ae2a77.jpg,normal
132,normal-cecum/1625fed5-5287-41b1-a15f-e079ba15a939.jpg,normal
133,normal-cecum/11a44c34-e98d-46f4-a516-dd65d672da74.jpg,normal
134,normal-cecum/1a52b990-5326-4be3-be18-7e832d476343.jpg,normal
135,normal-cecum/a98d59d6-8d81-4a17-89da-0974dcf69314.jpg,normal
136,normal-cecum/d3f32e04-3b95-41a2-aeb9-81000ce7894d.jpg,normal
137,normal-cecum/4c944674-3dfa-417d-915c-a69a1c30704d.jpg,normal
138,normal-cecum/25cebc87-8de9-4b33-b7d3-94d12d134b6c.jpg,normal
139,normal-cecum/1672f152-c713-4d88-a948-b21d5f964d9e.jpg,normal
140,normal-cecum/86134b94-f26e-4080-973f-9883dc2d73f9.jpg,normal
141,normal-cecum/7f0f1ab9-b807-4e95-bad0-9dd01e13cabf.jpg,normal
142,normal-cecum/2029d77f-86c4-49ee-bfe8-352d7deb171e.jpg,normal
143,normal-cecum/8cb2b6a2-502b-4dc3-bf46-e2e26b8a485b.jpg,normal
144,normal-cecum/3024d28d-25b3-4c6e-b514-77b8b649c940.jpg,normal
145,normal-cecum/aca3460b-e4bd-4f70-a246-2e93f74161c3.jpg,normal
146,normal-cecum/33d0a287-ce2b-48f1-94b0-004a88b1bacc.jpg,normal
147,normal-cecum/c17ae34d-e544-4b53-8345-98fe35864f17.jpg,normal
148,normal-cecum/9ddf9093-1f00-4135-9a16-5b9c9f5216e8.jpg,normal
149,normal-cecum/5bea89c7-3057-467e-bcc6-466f8b87e668.jpg,normal
150,normal-cecum/4a435c62-98a6-492e-88ed-fc3744729fc1.jpg,normal
151,normal-cecum/195adde8-f99b-4f01-9dba-a8cd573cd26b.jpg,normal
152,normal-cecum/3828c286-dc25-4129-b1a4-d13db3cd9de2.jpg,normal
153,normal-cecum/831db0a8-17a5-4d31-ba13-135c81a46b25.jpg,normal
154,normal-cecum/046ea931-dfd4-477b-8d9d-f6e892681166.jpg,normal
155,normal-cecum/232d682d-1558-41fe-ad27-2056a2347fc8.jpg,normal
156,normal-cecum/5bbc2a59-aa26-4069-a48f-10911317e5c1.jpg,normal
157,normal-cecum/156c45ad-dd1a-450c-aec2-f7c90b3ed98a.jpg,normal
158,normal-cecum/b4bd6ec7-fa7d-4d9f-bdfd-634eaf83a79f.jpg,normal
159,normal-cecum/771c53ef-a7cd-4d55-bbff-eaaf0587d2a5.jpg,normal
160,normal-cecum/87fd1cba-5214-48f4-a63f-c67da07a2b6b.jpg,normal
161,normal-cecum/6eac2c2e-8e96-4a52-8754-119bb66f01c6.jpg,normal
162,normal-cecum/fede7891-cefc-4247-a9a8-cf26fbe90d6f.jpg,normal
163,normal-cecum/249777ea-7b95-4286-9337-c710d010e787.jpg,normal
164,normal-cecum/15648e47-d06d-4b0a-8541-12c11470221f.jpg,normal
165,normal-cecum/b6a25ac0-9ee8-440d-b359-8895a6a8bee0.jpg,normal
166,normal-cecum/63fba574-b93b-40db-b031-169f013d569a.jpg,normal
167,normal-cecum/0ab26ff5-3161-4a17-bcf4-95663033af0a.jpg,normal
168,normal-cecum/b535856d-a27c-4529-8ce4-729b3ff95fde.jpg,normal
169,normal-cecum/b8cc620a-6297-4ac4-91a4-c29870e2c704.jpg,normal
170,normal-cecum/41d257fa-6f7f-4638-b2e7-c7baf002f973.jpg,normal
171,normal-cecum/9ece7f98-6ee9-46ca-a4a8-1e72136a6008.jpg,normal
172,normal-cecum/3cf2b3d3-5fbd-488e-94e1-68bc29936a59.jpg,normal
173,normal-cecum/44702838-4570-4e0b-904e-5ec5ce05e592.jpg,normal
174,normal-cecum/307eba59-74e4-491b-b22f-1d1ba869d64b.jpg,normal
175,normal-cecum/79ed69d7-d089-4f9e-88c8-9eb587c1f0e1.jpg,normal
176,normal-cecum/20c9258e-9c6e-41f3-b7e3-7fe5fb1280b8.jpg,normal
177,normal-cecum/9dbd571f-1012-4a6e-b05e-773ae4fe5896.jpg,normal
178,normal-cecum/6ff201b7-5e71-456c-ae31-727d7fedb98f.jpg,normal
179,normal-cecum/d81209bb-3900-4c16-8833-d97f56f00737.jpg,normal
180,normal-cecum/ab49fd75-ec47-4a3b-b6a8-9fcf94e4b4bf.jpg,normal
181,normal-cecum/d9287ec5-2a76-4147-922d-559398827f0a.jpg,normal
182,normal-cecum/8f4545fc-0c45-45e2-9274-9bb804914970.jpg,normal
183,normal-cecum/61324eab-b29f-4299-ba41-024ec5e21fc5.jpg,normal
184,normal-cecum/9e511943-e8bf-4433-bf44-4657df1e4094.jpg,normal
185,normal-cecum/ad3253e9-34ef-40f3-b249-cc3796f7b1d3.jpg,normal
186,normal-cecum/8607f3f6-f4b8-48d3-aacb-6fd2e441e531.jpg,normal
187,normal-cecum/b4d17a32-6108-40bb-93a3-67c89807f101.jpg,normal
188,normal-cecum/5b41e2b1-7211-476b-8503-d69e0a4ac65b.jpg,normal
189,normal-cecum/a7631f81-5392-4a2e-af5c-9d6df7f20402.jpg,normal
190,normal-cecum/fc31861e-2a50-4920-90ef-02c8132493b5.jpg,normal
191,normal-cecum/237e3097-3c7a-4292-a982-fe5c045ebda9.jpg,normal
192,normal-cecum/455dfdd8-15f3-4e7b-83ca-05a56202221d.jpg,normal
193,normal-cecum/15e3ebb7-8dc7-4b2b-b93d-1b5731185c97.jpg,normal
194,normal-cecum/4dd50db8-ae0a-40a7-86b6-3524764e4696.jpg,normal
195,normal-cecum/3d5510c8-7acc-4db1-bb6c-b1e1ce293976.jpg,normal
196,normal-cecum/a700b08d-039b-4aeb-b3fa-64db94b6fd3d.jpg,normal
197,normal-cecum/81f19330-a09f-4022-b697-819e66a5d6e9.jpg,normal
198,normal-cecum/7ace0d78-4508-470e-8c7f-919ce50dd901.jpg,normal
199,normal-cecum/c35e5375-1887-4c21-ada7-77c465ba5ea7.jpg,normal
200,normal-cecum/022ba669-9ab2-4703-8f9c-c7d07f31d89f.jpg,normal
201,normal-cecum/69f450f5-a778-4c71-935a-6450199be399.jpg,normal
202,normal-cecum/fd8bcdf0-43fa-4ac2-acd4-ba4f7ca0d9f2.jpg,normal
203,normal-cecum/d8c3f635-1970-4954-b0de-ba58c74be2c9.jpg,normal
204,normal-cecum/934bc960-3f14-4dae-879f-1248249b3efb.jpg,normal
205,normal-cecum/98fd33a0-5aaa-4fbb-8693-56576a59b682.jpg,normal
206,normal-cecum/3beead6a-3d8a-49a9-b231-faf06f7b614b.jpg,normal
207,normal-cecum/0d4d1e3d-c588-4cc0-9e3b-e30c0164f630.jpg,normal
208,normal-cecum/01c6ae3a-6ee5-4a98-a792-c7f59a1c2fc4.jpg,normal
209,normal-cecum/dad8d0f3-765f-4cc7-acc8-1af6f32d8b57.jpg,normal
210,normal-cecum/5f25a417-f52f-4ac1-b314-52d3cfbbb837.jpg,normal
211,normal-cecum/5e69bf41-273b-4342-8e05-8f68ac84694b.jpg,normal
212,normal-cecum/851db6e9-9dc3-4d64-974a-753f0a7de689.jpg,normal
213,normal-cecum/128c324f-5c44-4534-b32b-45b2bd4a672e.jpg,normal
214,normal-cecum/0a4ef674-6ccd-4b26-a8e0-a8d7e3f2f6be.jpg,normal
215,normal-cecum/054e55fd-2656-4b60-92f2-e8d3f6885e69.jpg,normal
216,normal-cecum/27ac6ea2-9a5a-407b-b67b-bac79acadfdf.jpg,normal
217,normal-cecum/5157b246-d1a7-4b33-97f1-ccb7a1c50124.jpg,normal
218,normal-cecum/48a95760-d98a-4dd6-bf5d-32b94c01187e.jpg,normal
219,normal-cecum/344bf180-fd5b-4df8-a80b-bb9565d153ef.jpg,normal
220,normal-cecum/2e313668-d14b-448a-a19f-8afd55a6ceca.jpg,normal
221,normal-cecum/31c6121f-5bec-4beb-a01e-152c87b62c4e.jpg,normal
222,normal-cecum/096174d5-24ca-40e3-8fff-7feb3f74f0ac.jpg,normal
223,normal-cecum/8e1e6cdd-d3f9-4671-8ce5-7b4124c7f384.jpg,normal
224,normal-cecum/3e17c465-0310-4f89-97ba-5b61e6c4e7b8.jpg,normal
225,normal-cecum/4e5f0e54-da66-4d41-bcf9-1b3d71197ab2.jpg,normal
226,normal-cecum/4420854a-8775-486f-bb73-97e409502d67.jpg,normal
227,normal-cecum/61f57795-b129-44f7-9100-a31f8a828071.jpg,normal
228,normal-cecum/00f3d2cc-93ea-40f0-9b88-b159b07a49cb.jpg,normal
229,normal-cecum/31a1be9c-eb05-47af-9216-42408bd3b8d7.jpg,normal
230,normal-cecum/23d56fb6-f136-4535-b148-b7be887aa894.jpg,normal
231,normal-cecum/e9c55e93-2135-4396-a81d-4eabaace954b.jpg,normal
232,normal-cecum/fa09ce53-52c3-434d-888c-850784baa039.jpg,normal
233,normal-cecum/03550347-3223-4e52-8f48-976f430e18b0.jpg,normal
234,normal-cecum/8e5d6f5f-0f0c-4ac9-9a5d-ff3278136ae3.jpg,normal
235,normal-cecum/687b5595-b799-4fac-9232-67f70ae6175f.jpg,normal
236,normal-cecum/1a5e459b-f8e2-43be-8a29-63e932497cfc.jpg,normal
237,normal-cecum/87df4105-14f8-43ad-b371-aa64e5845be3.jpg,normal
238,normal-cecum/080f65da-aa22-4663-8923-3f4da73c6dca.jpg,normal
239,normal-cecum/389c0eba-52ed-488b-bff9-5290a6ff5b2c.jpg,normal
240,normal-cecum/a7d04e67-33af-4f65-a6ac-7b9dc7973a5d.jpg,normal
241,normal-cecum/32757af0-076e-409e-892c-298f99bac185.jpg,normal
242,normal-cecum/1a290399-a4a8-4d38-b288-0f3fee1ed551.jpg,normal
243,normal-cecum/7de0e82c-7990-4ee2-9798-3c63fdade6d2.jpg,normal
244,normal-cecum/a98798d4-7c1f-4dc7-8d7e-377b85f037d7.jpg,normal
245,normal-cecum/5f4cd3f2-9249-4c3c-bf50-670c91495fd7.jpg,normal
246,normal-cecum/98b29f14-3d39-4c69-885a-770cd29c2125.jpg,normal
247,normal-cecum/176e3342-dc7d-44d1-8c90-43cc35e76c35.jpg,normal
248,normal-cecum/90f45cdc-b5cc-4fd2-9301-0d4cadf8f048.jpg,normal
249,normal-cecum/47ab4c54-196c-4d34-80fd-dd6ec7b08758.jpg,normal
250,normal-cecum/01bddb73-9c5d-4ac0-8b25-cc7524b7d191.jpg,normal
251,normal-cecum/02f88968-7b55-468b-ae66-a0458c7d874f.jpg,normal
252,normal-cecum/6058f55d-a0f6-420d-a72b-6076f92d636a.jpg,normal
253,normal-cecum/2b9dad7c-1697-4608-b1c0-370f88a230f6.jpg,normal
254,normal-cecum/97c7f15d-9727-4db7-8343-f5cec26edd5f.jpg,normal
255,normal-cecum/3f14fa3b-7342-42ea-a1c8-5d09d437c404.jpg,normal
256,normal-cecum/3b0e5d79-7136-4d64-809f-a75a7ce4458d.jpg,normal
257,normal-cecum/30d4d435-cce4-4788-a544-948a8c98cd5f.jpg,normal
258,normal-cecum/0cf8e803-870d-40a1-8e8a-8c4ded51561e.jpg,normal
259,normal-cecum/b02f7af8-ce09-4494-a5af-ed84c38c8fcd.jpg,normal
260,normal-cecum/1bbf25b7-be2c-4d54-9166-59feeff9c234.jpg,normal
261,normal-cecum/57b1b6af-7755-411f-99eb-38c62f39eb39.jpg,normal
262,normal-cecum/455d45c7-7847-439e-a4a8-461ff2dad4fe.jpg,normal
263,normal-cecum/30df141c-0b98-456a-b832-596221b4a0c5.jpg,normal
264,normal-cecum/5ac91d24-d9d5-4a51-8169-7eebef02ab2f.jpg,normal
265,normal-cecum/8d59a679-a24d-409b-911f-d35e080bb990.jpg,normal
266,normal-cecum/c1284847-f2a7-40a5-ae91-bd51e966578d.jpg,normal
267,normal-cecum/98df6a55-25ea-4387-a61b-815c623916bf.jpg,normal
268,normal-cecum/1e9efe72-cb72-4b4d-a119-7d2a035635c3.jpg,normal
269,normal-cecum/3a5a9b76-7d49-4302-b8f4-fd1b0f3ef457.jpg,normal
270,normal-cecum/3f7c1c00-6f4d-42dc-a97a-e36e04037664.jpg,normal
271,normal-cecum/17d374c0-7878-47ac-8ed9-341b411f855d.jpg,normal
272,normal-cecum/36a099a7-e47b-491b-a29d-f3417ebd3cca.jpg,normal
273,normal-cecum/5578ca30-6b02-4627-bcc6-fc7f9d73d7e0.jpg,normal
274,normal-cecum/e56304ae-c223-484e-80a3-4fb78fcab061.jpg,normal
275,normal-cecum/0b13d7f1-9ed0-4904-b524-14f25637f669.jpg,normal
276,normal-cecum/2cfafe68-7e08-4e01-8e96-0421dadc3e37.jpg,normal
277,normal-cecum/bf3d9e7b-e5a3-4f15-816d-583a313e7597.jpg,normal
278,normal-cecum/0a779eab-7b2e-4807-a8b2-cd685c55611a.jpg,normal
279,normal-cecum/203d8cb1-0366-49ad-96da-2552258c9152.jpg,normal
280,normal-cecum/3053ab7e-4ff3-42d0-960c-09e889381dab.jpg,normal
281,normal-cecum/0d7bb96c-ea11-4dbe-98c0-4ddaab2f76ca.jpg,normal
282,normal-cecum/8f1fd9d5-1011-4082-b50f-eafcb467de59.jpg,normal
283,normal-cecum/b70191eb-6aae-4b87-94aa-912833d672cb.jpg,normal
284,normal-cecum/1a5d6a2e-8c50-4590-b90a-f90d789da097.jpg,normal
285,normal-cecum/2e122e62-d4a2-4096-a0b6-f4f72fb1af70.jpg,normal
286,normal-cecum/0fef509e-fa0b-4758-8463-2ef35caf4fb4.jpg,normal
287,normal-cecum/e3b3239a-67a3-4bfa-982f-86ba67649bd9.jpg,normal
288,normal-cecum/0ecc75ff-be06-4183-a729-174dbef6054a.jpg,normal
289,normal-cecum/c27a948f-30f2-4992-b0e6-f371b7d47418.jpg,normal
290,normal-cecum/8e2045e5-1b98-429c-b548-41d530ee3b57.jpg,normal
291,normal-cecum/4b83d592-5572-4e26-8c91-e9dc05448e1f.jpg,normal
292,normal-cecum/dc195448-2919-45b3-8b74-119ff48549f3.jpg,normal
293,normal-cecum/9755aaad-a2ea-488b-b061-eca74459d38d.jpg,normal
294,normal-cecum/e1d8fed2-9735-471c-a7a6-c4ca46a35d1c.jpg,normal
295,normal-cecum/ff9ceccd-c865-41dd-abc3-6ccf8482365a.jpg,normal
296,normal-cecum/6ee659d1-ac90-4162-a3d5-2f8ce2256a5e.jpg,normal
297,normal-cecum/31bd6814-46f4-4296-a8ad-22c5ee4206dd.jpg,normal
298,normal-cecum/11dd2855-3f68-4576-b4ca-a4fae3285a70.jpg,normal
299,normal-cecum/ed50441b-70f3-4d3c-bc90-e5b55b13e8a8.jpg,normal
300,normal-cecum/a51ac5e3-db34-42d3-a134-d7093d5cd440.jpg,normal
301,normal-cecum/3f3eacce-e63b-45f4-a890-ade671eb1135.jpg,normal
302,normal-cecum/89bd7e8d-4885-4b7f-a439-d014847ea61b.jpg,normal
303,normal-cecum/55532dc3-3d5d-4fd4-9a26-62406290f5fd.jpg,normal
304,normal-cecum/92bebc84-53c2-4941-9af8-c3a3c5563e29.jpg,normal
305,normal-cecum/bb99fe61-8d52-48e1-ae99-c21a5572d57e.jpg,normal
306,normal-cecum/7170c368-3aab-44bc-9ea0-10df5ae29db2.jpg,normal
307,normal-cecum/d38da78c-079b-467e-a413-0e2337e7e14d.jpg,normal
308,normal-cecum/67d81f62-08c3-44ce-9a85-dc2fbe6da942.jpg,normal
309,normal-cecum/1671968b-d27d-4608-83a7-57c164b0afac.jpg,normal
310,normal-cecum/17b277d1-ffa1-4b77-abc1-75503bea4330.jpg,normal
311,normal-cecum/6c435879-0cce-44e0-ab49-1051782a5250.jpg,normal
312,normal-cecum/b9c57cf3-e2e3-494f-a154-35e87afe100e.jpg,normal
313,normal-cecum/5a1b350a-52a4-43a4-8a6a-55f36ac732b0.jpg,normal
314,normal-cecum/0b987b88-9c1b-41f6-b54e-9536480312a5.jpg,normal
315,normal-cecum/e8a4ffdc-4d9d-4aef-80c0-a599615ac53d.jpg,normal
316,normal-cecum/e66d3f97-722e-430d-92e4-fca42c2c2367.jpg,normal
317,normal-cecum/400175fe-f25b-4a5c-a35e-a47d86737546.jpg,normal
318,normal-cecum/02a01c8d-30e9-444a-a57c-11ecb385e5b4.jpg,normal
319,normal-cecum/d4a092a5-8e25-43bd-84d0-e80d3e58a443.jpg,normal
320,normal-cecum/ab317597-8711-4d28-867b-519a319fda31.jpg,normal
321,normal-cecum/bf6b687f-db96-4f82-94ae-db977c838038.jpg,normal
322,normal-cecum/8cf24fd9-23c4-4cc5-8d94-fc220d058383.jpg,normal
323,normal-cecum/c8b3ff1a-917c-446f-a438-9be6cabd78d4.jpg,normal
